id;ident;iata;name;latitude_deg;longitude_deg
2171;OJAM;ADJ;Amman-Marka International Airport;31.97270012;35.99160004
2172;OJAQ;AQJ;Aqaba King Hussein International Airport;29.61160088;35.01810074
2175;OJMF;OMF;King Hussein Air College;32.3564;36.259201
2176;OKBK;KWI;Kuwait International Airport;29.22660065;47.96889877
2177;OLBA;BEY;Beirut Rafic Hariri International Airport;33.82089996;35.48839951
2178;OLKA;KYE;Rene Mouawad Air Base;34.58929825;36.01129913
2179;OMAA;AUH;Abu Dhabi International Airport;24.43300056;54.65110016
2180;OMAD;AZI;Bateen Airport;24.42830086;54.45809937
2184;OMAM;DHF;Al Dhafra Air Base;24.24819946;54.54769897
2188;OMDB;DXB;Dubai International Airport;25.25279999;55.36439896
2189;OMFJ;FJR;Fujairah International Airport;25.11219978;56.32400131
2190;OMRK;RKT;Ras Al Khaimah International Airport;25.6135006;55.93880081
2191;OMSJ;SHJ;Sharjah International Airport;25.32859993;55.51720047
2192;OOKB;KHS;Khasab Air Base;26.17099953;56.24060059
2193;OOMA;MSH;Masirah Air Base;20.67539978;58.89049911
2194;OOMS;MCT;Muscat International Airport;23.59329987;58.28440094
2195;OOSA;SLL;Salalah Airport;17.0387001;54.09130096
2196;OOTH;TTH;Thumrait Air Base;17.66600037;54.02460098
2197;OPBG;BHW;Bhagatanwala Airport;32.05609894;72.9484024
2202;OPFA;LYP;Faisalabad International Airport;31.36499977;72.99479675
2203;OPGD;GWD;Gwadar International Airport;25.23329926;62.32949829
2204;OPGT;GIL;Gilgit Airport;35.91880035;74.33360291
2205;OPJA;JAG;Shahbaz Air Base;28.28420067;68.4496994
2206;OPKC;KHI;Jinnah International Airport;24.9065;67.160797
2207;OPLA;LHE;Alama Iqbal International Airport;31.52160072;74.4036026
2209;OPMA;XJM;Mangla Airport;33.05009842;73.63839722
2210;OPMF;MFG;Muzaffarabad Airport;34.3390007;73.50859833
2211;OPMI;MWD;Mianwali Air Base;32.56309891;71.5707016
2212;OPMJ;MJD;Moenjodaro Airport;27.33519936;68.14309692
2214;OPMT;MUX;Multan International Airport;30.20319939;71.4190979
2215;OPNH;WNS;Shaheed Benazirabad Airport;26.2194;68.390099
2217;OPPG;PJG;Panjgur Airport;26.9545002;64.13249969
2218;OPPI;PSI;Pasni Airport;25.29050064;63.3451004
2219;OPPS;PEW;Peshawar International Airport;33.9939003;71.51460266
2221;OPQT;UET;Quetta International Airport;30.25139999;66.93779755
2222;OPRK;RYK;Shaikh Zaid Airport;28.38389969;70.27960205
2225;OPRT;RAZ;Rawalakot Airport;33.84970093;73.79810333
2227;OPSK;SKZ;Sukkur Airport;27.72200012;68.79170227
2228;OPSS;SDT;Saidu Sharif Airport;34.81359863;72.35279846
2229;OPSU;SUL;Sui Airport;28.64509964;69.17690277
2230;OPTH;BDN;Talhar Airport;24.84149933;68.83840179
2232;OPWN;WAF;Wana Airport;32.30469894;69.57039642
2233;OPZB;PZH;Zhob Airport;31.35840034;69.46360016
2234;ORMM;BSR;Basrah International Airport;30.54910088;47.66210175
2235;OSAP;ALP;Aleppo International Airport;36.18069839;37.22439957
2236;OSDI;DAM;Damascus International Airport;33.41149902;36.5155983
2237;OSDZ;DEZ;Deir ez-Zor Air Base;35.2854;40.175999
2239;OSLK;LTK;Bassel Al-Assad International Airport;35.40110016;35.94869995
2240;OSPR;PMS;Palmyra Airport;34.5574;38.316898
2241;OTBD;DIA;Doha International Airport;25.261101;51.565102
2242;PCIS;CIS;Canton Island Airport;-2.76812005;-171.7100067
2243;PGRO;ROP;Rota International Airport;14.17430019;145.2429962
2244;PGSN;SPN;Saipan International Airport;15.119;145.729004
2245;PGUA;UAM;Andersen Air Force Base;13.584;144.929998
2246;PGUM;GUM;Antonio B. Won Pat International Airport;13.48340034;144.7960052
2247;PGWT;TIQ;Tinian International Airport;14.99919987;145.6190033
2249;PKMJ;MAJ;Marshall Islands International Airport;7.064760208;171.2720032
2251;PKWA;KWA;Bucholz Army Air Field;8.72012043;167.7319946
2252;PLCH;CXI;Cassidy International Airport;1.98616004;-157.3500061
2253;PMDY;MDY;Henderson Field;28.20170021;-177.3809967
2254;PTKK;TKK;Chuuk International Airport;7.461870193;151.8430023
2255;PTPN;PNI;Pohnpei International Airport;6.985099792;158.2089996
2256;PTRO;ROR;Babelthuap Airport;7.36731;134.544236
2257;PTSA;KSA;Kosrae International Airport;5.35698;162.957993
2258;PTYA;YAP;Yap International Airport;9.49891;138.082993
2259;RCBS;KNH;Kinmen Airport;24.4279;118.359001
2262;RCFN;TTT;Taitung Airport;22.75499916;121.1019974
2263;RCGI;GNI;Lyudao Airport;22.6739006;121.4660034
2264;RCKH;KHH;Kaohsiung International Airport;22.57710075;120.3499985
2265;RCKU;CYI;Chiayi Airport;23.46179962;120.3929977
2267;RCLY;KYD;Lanyu Airport;22.02700043;121.5350037
2268;RCMQ;RMQ;Taichung Ching Chuang Kang Airport;24.26469994;120.6210022
2270;RCNN;TNN;Tainan Airport;22.9503994;120.2060013
2271;RCPO;HSZ;Hsinchu Air Base;24.81800079;120.939003
2272;RCQC;MZG;Makung Airport;23.56870079;119.6279984
2274;RCSQ;PIF;Pingtung North Airport;22.70019913;120.4820023
2275;RCSS;TSA;Taipei Songshan Airport;25.06940079;121.552002
2276;RCTP;TPE;Taiwan Taoyuan International Airport;25.0777;121.233002
2277;RCWA;WOT;Wang-an Airport;23.36737251;119.5027771
2278;RCYU;HUN;Hualien Airport;24.0230999;121.6179962
2279;RJAA;NRT;Narita International Airport;35.76470184;140.3860016
2280;RJAF;MMJ;Matsumoto Airport;36.16680145;137.9230042
2281;RJAH;IBR;Hyakuri Airport;36.18109894;140.4149933
2282;RJAM;MUS;Minami Torishima Airport;24.28969955;153.9790039
2283;RJAW;IWO;Iwo Jima Airport;24.7840004;141.322998
2284;RJBD;SHM;Nanki Shirahama Airport;33.66220093;135.3639984
2286;RJCB;OBO;Tokachi-Obihiro Airport;42.73329926;143.2169952
2287;RJCC;CTS;New Chitose Airport;42.77519989;141.6920013
2288;RJCH;HKD;Hakodate Airport;41.77000046;140.8220062
2290;RJCM;MMB;Memanbetsu Airport;43.88059998;144.1640015
2291;RJCN;SHB;Nakashibetsu Airport;43.57749939;144.9600067
2294;RJCW;WKJ;Wakkanai Airport;45.40420151;141.8009949
2295;RJDB;IKI;Iki Airport;33.74900055;129.7850037
2296;RJDC;UBJ;Yamaguchi Ube Airport;33.93000031;131.279007
2297;RJDT;TSJ;Tsushima Airport;34.28490067;129.3309937
2298;RJEB;MBE;Monbetsu Airport;44.30390167;143.404007
2299;RJEC;AKJ;Asahikawa Airport;43.67079926;142.4470062
2300;RJEO;OIR;Okushiri Airport;42.07170105;139.4329987
2301;RJER;RIS;Rishiri Airport;45.24200058;141.1860046
2303;RJFC;KUM;Yakushima Airport;30.38559914;130.6589966
2304;RJFE;FUJ;Fukue Airport;32.66630173;128.8329926
2305;RJFF;FUK;Fukuoka Airport;33.58589935;130.451004
2306;RJFG;TNE;New Tanegashima Airport;30.60510063;130.9909973
2307;RJFK;KOJ;Kagoshima Airport;31.80340004;130.7189941
2308;RJFM;KMI;Miyazaki Airport;31.87719917;131.4490051
2310;RJFO;OIT;Oita Airport;33.47940063;131.7369995
2311;RJFR;KKJ;Kitakysh Airport;33.84590149;131.0350037
2312;RJFT;KMJ;Kumamoto Airport;32.83729935;130.8549957
2313;RJFU;NGS;Nagasaki Airport;32.91690063;129.9140015
2316;RJKA;ASJ;Amami Airport;28.43059921;129.7129974
2317;RJKB;OKE;Okierabu Airport;27.42550087;128.701004
2318;RJKN;TKN;Tokunoshima Airport;27.83639908;128.8809967
2319;RJNF;FKJ;Fukui Airport;36.14279938;136.223999
2320;RJNG;QGU;Gifu Airport;35.39410019;136.8699951
2322;RJNK;KMQ;Komatsu Airport;36.39459991;136.4069977
2323;RJNO;OKI;Oki Airport;36.18109894;133.3249969
2324;RJNT;TOY;Toyama Airport;36.64830017;137.1880035
2326;RJOA;HIJ;Hiroshima Airport;34.43610001;132.9190063
2327;RJOB;OKJ;Okayama Airport;34.75690079;133.8549957
2328;RJOC;IZO;Izumo Airport;35.41360092;132.8899994
2330;RJOH;YGJ;Miho Yonago Airport;35.49219894;133.2359924
2332;RJOK;KCZ;Kchi Ryma Airport;33.546101;133.669006
2333;RJOM;MYJ;Matsuyama Airport;33.82720184;132.6999969
2334;RJOO;ITM;Osaka International Airport;34.78549957;135.4380035
2335;RJOR;TTJ;Tottori Airport;35.53010178;134.1670074
2336;RJOS;TKS;Tokushima Airport/JMSDF Air Base;34.132801;134.606995
2337;RJOT;TAK;Takamatsu Airport;34.21419907;134.0160065
2340;RJSA;AOJ;Aomori Airport;40.73469925;140.6909943
2341;RJSC;GAJ;Yamagata Airport;38.41189957;140.3710022
2342;RJSD;SDS;Sado Airport;38.06019974;138.4140015
2343;RJSH;HHE;Hachinohe Airport;40.5564003;141.4660034
2344;RJSI;HNA;Hanamaki Airport;39.42860031;141.1349945
2345;RJSK;AXT;Akita Airport;39.61560059;140.2189941
2346;RJSM;MSJ;Misawa Air Base;40.70320129;141.3679962
2347;RJSS;SDJ;Sendai Airport;38.13970184;140.9170074
2350;RJTA;NJA;Atsugi Naval Air Facility;35.45460129;139.4499969
2352;RJTH;HAC;Hachijojima Airport;33.11500168;139.7859955
2356;RJTO;OIM;Oshima Airport;34.7820015;139.3600006
2359;RJTT;HND;Tokyo Haneda International Airport;35.552299;139.779999
2360;RJTY;OKO;Yokota Air Base;35.74850082;139.3480072
2361;RKJJ;KWJ;Gwangju Airport;35.123173;126.805444
2364;RKJU;CHN;Jeon Ju Airport (G-703);35.87808;127.119112
2365;RKJY;RSU;Yeosu Airport;34.84230042;127.6169968
2367;RKNN;KAG;Gangneung Airport (K-18);37.753601;128.943915
2370;RKPC;CJU;Jeju International Airport;33.51129913;126.4929962
2371;RKPE;CHF;Jinhae Airbase/Airport (G-813/K-10);35.140248;128.696229
2372;RKPK;PUS;Gimhae International Airport;35.17950058;128.9380035
2374;RKPU;USN;Ulsan Airport;35.59349823;129.352005
2376;RKSM;SSN;Seoul Air Base (K-16);37.444744;127.112718
2377;RKSO;OSN;Osan Air Base;37.090599;127.029999
2378;RKSS;GMP;Gimpo International Airport;37.5583;126.791
2379;RKSW;SWU;Suwon Airport;37.23939896;127.0070038
2380;RKTH;KPO;Pohang Airport (G-815/K-3);35.987955;129.420383
2381;RKTN;TAE;Daegu Airport;35.896872;128.65531
2383;RKTY;YEC;Yecheon Airbase;36.630373;128.34971
2384;ROAH;OKA;Naha Airport;26.19580078;127.6460037
2386;RODN;DNA;Kadena Air Base;26.3556;127.767998
2387;ROIG;ISG;New Ishigaki Airport;24.396389;124.245
2388;ROKJ;UEO;Kumejima Airport;26.3635006;126.7139969
2389;ROMD;MMD;Minami-Daito Airport;25.8465004;131.2630005
2390;ROMY;MMY;Miyako Airport;24.78280067;125.2949982
2391;RORK;KTD;Kitadaito Airport;25.94470024;131.3269959
2392;RORS;SHI;Shimojishima Airport;24.82670021;125.1449966
2393;RORT;TRA;Tarama Airport;24.65390015;124.6750031
2394;RORY;RNJ;Yoron Airport;27.04400063;128.4019928
2396;ROYN;OGN;Yonaguni Airport;24.46689987;122.9779968
2397;RPLL;MNL;Ninoy Aquino International Airport;14.5086;121.019997
2399;RPMC;CBO;Awang Airport;7.165239811;124.2099991
2401;RPMP;PAG;Pagadian Airport;7.830731448;123.4611797
2402;RPMR;GES;General Santos International Airport;6.058000088;125.0960007
2404;RPMZ;ZAM;Zamboanga International Airport;6.922420025;122.0599976
2405;RPUB;BAG;Loakan Airport;16.37509918;120.6200027
2406;RPUD;DTE;Daet Airport;14.12919998;122.9800034
2409;RPUH;SJI;San Jose Airport;12.36149979;121.0469971
2411;RPUM;MBO;Mamburao Airport;13.20810032;120.6050034
2415;RPUR;BQA;Dr.Juan C. Angara Airport;15.729309;121.500034
2422;RPVA;TAC;Daniel Z. Romualdez Airport;11.228035;125.027761
2423;RPVB;BCD;Bacolod-Silay Airport;10.7764;123.014999
2425;RPVD;DGT;Sibulan Airport;9.333709717;123.3000031
2426;RPVE;MPH;Godofredo P. Ramos Airport;11.9245;121.954002
2429;RPVI;ILO;Iloilo International Airport;10.833017;122.493358
2430;RPVK;KLO;Kalibo International Airport;11.67940044;122.3759995
2433;RPVP;PPS;Puerto Princesa Airport;9.742119789;118.7590027
2435;RPVS;EUQ;Evelio Javier Airport;10.76599979;121.9329987
2436;SAAC;COC;Comodoro Pierrestegui Airport;-31.2969;-57.9966
2437;SAAG;GHU;Gualeguaychu Airport;-33.0103;-58.6131
2438;SAAJ;JNI;Junin Airport;-34.5459;-60.9306
2439;SAAP;PRA;General Urquiza Airport;-31.7948;-60.4804
2440;SAAR;ROS;Islas Malvinas Airport;-32.9036;-60.785
2441;SAAV;SFN;Sauce Viejo Airport;-31.7117;-60.8117
2442;SABE;AEP;Jorge Newbery Airpark;-34.5592;-58.4156
2443;SACO;COR;Ingeniero Ambrosio Taravella Airport;-31.323601;-64.208
2445;SADF;FDO;San Fernando Airport;-34.4532;-58.5896
2447;SADL;LPG;La Plata Airport;-34.9722;-57.8947
2449;SADP;EPA;El Palomar Airport;-34.6099;-58.6126
2450;SAHC;HOS;Chos Malal Airport;-37.44469833;-70.22250366
2451;SAHR;GNR;Dr. Arturo H. Illia Airport;-39.0007019;-67.62049866
2452;SAME;MDZ;El Plumerillo Airport;-32.83169937;-68.79290009
2453;SAMM;LGS;Comodoro D.R. Salomon Airport;-35.49359894;-69.57430267
2454;SAMR;AFA;Suboficial Ay Santiago Germano Airport;-34.588299;-68.4039
2455;SANC;CTC;Catamarca Airport;-28.59560013;-65.75170136
2456;SANE;SDE;Vicecomodoro Angel D. La Paz Aragones Airport;-27.76555634;-64.30999756
2458;SANL;IRJ;Capitan V A Almonacid Airport;-29.38159943;-66.79579926
2460;SANT;TUC;Teniente Benjamin Matienzo Airport;-26.8409;-65.104897
2461;SANU;UAQ;Domingo Faustino Sarmiento Airport;-31.571501;-68.418198
2462;SAOC;RCU;Area De Material Airport;-33.08509827;-64.26129913
2463;SAOD;VDR;Villa Dolores Airport;-31.94519997;-65.14630127
2466;SAOR;VME;Villa Reynolds Airport;-33.72990036;-65.38739777
2467;SAOU;LUQ;Brigadier Mayor D Cesar Raul Ojeda Airport;-33.27320099;-66.35639954
2468;SARC;CNQ;Corrientes Airport;-27.4455;-58.7619
2469;SARE;RES;Resistencia International Airport;-27.45;-59.0561
2470;SARF;FMA;Formosa Airport;-26.2127;-58.2281
2471;SARI;IGR;Cataratas Del Iguazu International Airport;-25.737301;-54.4734
2472;SARL;AOL;Paso De Los Libres Airport;-29.6894;-57.1521
2473;SARM;MCS;Monte Caseros Airport;-30.2719;-57.6402
2474;SARP;PSS;Libertador Gral D Jose De San Martin Airport;-27.3858;-55.9707
2475;SARS;PRQ;Termal Airport;-26.753611;-60.492222
2476;SASA;SLA;Martin Miguel De Guemes International Airport;-24.8560009;-65.48619843
2477;SASJ;JUJ;Gobernador Horacio Guzman International Airport;-24.392799;-65.097801
2478;SASO;ORA;Oran Airport;-23.15279961;-64.32920074
2481;SATD;ELO;El Dorado Airport;-26.39749908;-54.5746994
2482;SATG;OYA;Goya Airport;-29.1058;-59.2189
2484;SATR;RCQ;Reconquista Airport;-29.2103;-59.68
2485;SATU;UZU;Curuzu Cuatia Airport;-29.7706;-57.9789
2486;SAVB;EHL;El Bolson Airport;-41.94319916;-71.53230286
2487;SAVC;CRD;General E. Mosconi Airport;-45.7853;-67.4655
2488;SAVE;EQS;Brigadier Antonio Parodi Airport;-42.90800095;-71.13950348
2490;SAVT;REL;Almirante Marco Andres Zar Airport;-43.2105;-65.2703
2491;SAVV;VDM;Gobernador Castello Airport;-40.8692;-63.0004
2492;SAVY;PMY;El Tehuelche Airport;-42.7592;-65.1027
2494;SAWD;PUD;Puerto Deseado Airport;-47.7353;-65.9041
2495;SAWE;RGA;Hermes Quijada International Airport;-53.7777;-67.7494
2496;SAWG;RGL;Piloto Civil N. Fernandez Airport;-51.6089;-69.3126
2497;SAWH;USH;Malvinas Argentinas Airport;-54.8433;-68.2958
2498;SAWJ;ULA;Capitan D Daniel Vazquez Airport;-49.3068;-67.8026
2499;SAWP;PMQ;Perito Moreno Airport;-46.537899;-70.978699
2500;SAWU;RZA;Santa Cruz Airport;-50.0165;-68.5792
2501;SAZB;BHI;Comandante Espora Airport;-38.725;-62.1693
2502;SAZC;CSZ;Brigadier D.H.E. Ruiz Airport;-37.446098;-61.889301
2503;SAZF;OVR;Olavarria Airport;-36.88999939;-60.21659851
2504;SAZG;GPO;General Pico Airport;-35.69620132;-63.75830078
2505;SAZH;OYO;Tres Arroyos Airport;-38.3869;-60.3297
2508;SAZM;MDQ;astor Piazzola International Airport;-37.9342;-57.5733
2509;SAZN;NQN;Presidente Peron Airport;-38.949001;-68.155701
2511;SAZP;PEH;Comodoro Pedro Zanni Airport;-35.8446;-61.8576
2512;SAZR;RSA;Santa Rosa Airport;-36.588299;-64.275703
2513;SAZS;BRC;San Carlos De Bariloche Airport;-41.151199;-71.157501
2514;SAZT;TDL;Heroes De Malvinas Airport;-37.23740005;-59.22790146
2515;SAZV;VLG;Villa Gesell Airport;-37.2354;-57.0292
2516;SAZW;CUT;Cutral-Co Airport;-38.93970108;-69.26460266
2517;SAZY;CPC;Aviador C. Campos Airport;-40.075401;-71.137299
2518;SBAA;CDJ;Conceicao do Araguaia Airport;-8.348349571;-49.30149841
2521;SBAQ;AQA;Araraquara Airport;-21.81200027;-48.13299942
2522;SBAR;AJU;Santa Maria Airport;-10.98400021;-37.07030106
2524;SBAT;AFL;Piloto Osvaldo Marques Dias Airport;-9.866389275;-56.10499954
2525;SBAU;ARU;Aracatuba Airport;-21.1413002;-50.42470169
2526;SBBE;BEL;Val de Cans/Julio Cezar Ribeiro International Airport;-1.37925005;-48.47629929
2527;SBBG;BGX;Comandante Gustavo Kraemer Airport;-31.39049911;-54.11220169
2528;SBBH;PLU;Pampulha - Carlos Drummond de Andrade Airport;-19.8512001;-43.95059967
2529;SBBI;BFH;Bacacheri Airport;-25.40509987;-49.23199844
2531;SBBR;BSB;Presidente Juscelino Kubistschek International Airport;-15.86916733;-47.92083359
2532;SBBU;BAU;Bauru Airport;-22.34499931;-49.05379868
2533;SBBV;BVB;Atlas Brasil Cantanhede Airport;2.841388941;-60.6922226
2534;SBBW;BPG;Barra do Garcas Airport;-15.86130047;-52.38890076
2535;SBCA;CAC;Cascavel Airport;-25.00029945;-53.50080109
2537;SBCF;CNF;Tancredo Neves International Airport;-19.62444305;-43.9719429
2538;SBCG;CGR;Campo Grande Airport;-20.46870041;-54.67250061
2539;SBCH;XAP;Serafin Enoss Bertaso Airport;-27.13419914;-52.65660095
2540;SBCI;CLN;Brig. Lysias Augusto Rodrigues Airport;-7.320439816;-47.45869827
2541;SBCM;CCM;Diomicio Freitas Airport;-28.72444344;-49.42139053
2543;SBCP;CAW;Bartolomeu Lisandro Airport;-21.69829941;-41.30170059
2544;SBCR;CMG;Corumba International Airport;-19.01194382;-57.67139053
2545;SBCT;CWB;Afonso Pena Airport;-25.5284996;-49.17580032
2546;SBCV;CRQ;Caravelas Airport;-17.65229988;-39.25310135
2547;SBCX;CXJ;Hugo Cantergiani Regional Airport;-29.19709969;-51.1875
2548;SBCY;CGB;Marechal Rondon Airport;-15.65289974;-56.11669922
2549;SBCZ;CZS;Cruzeiro do Sul Airport;-7.599909782;-72.76950073
2550;SBDN;PPB;Presidente Prudente Airport;-22.17510033;-51.42459869
2551;SBEG;MAO;Eduardo Gomes International Airport;-3.038609982;-60.04970169
2552;SBEK;JCR;Jacareacanga Airport;-6.233160019;-57.77690125
2554;SBFI;IGU;Cataratas International Airport;-25.60027885;-54.48500061
2555;SBFL;FLN;Hercilio Luz International Airport;-27.67027855;-48.55250168
2556;SBFN;FEN;Fernando de Noronha Airport;-3.85493;-32.423302
2559;SBFZ;FOR;Pinto Martins International Airport;-3.776279926;-38.5326004
2560;SBGL;GIG;Rio Galeao Tom Jobim International Airport;-22.80999947;-43.25055695
2561;SBGM;GJM;Guajara-Mirim Airport;-10.78639984;-65.28479767
2562;SBGO;GYN;Santa Genoveva Airport;-16.63199997;-49.22069931
2564;SBGR;GRU;Guarulhos - Governador Andre Franco Montoro International Airport;-23.43555641;-46.47305679
2565;SBGW;GUJ;Guaratingueta Airport;-22.79159927;-45.20479965
2566;SBHT;ATM;Altamira Airport;-3.253910065;-52.25400162
2567;SBIC;ITA;Itacoatiara Airport;-3.12725997;-58.48120117
2568;SBIH;ITB;Itaituba Airport;-4.242340088;-56.0007019
2569;SBIL;IOS;Bahia - Jorge Amado Airport;-14.81599998;-39.03319931
2570;SBIP;IPN;Usiminas Airport;-19.47069931;-42.48759842
2571;SBIT;ITR;Francisco Vilela do Amaral Airport;-18.44470024;-49.21340179
2572;SBIZ;IMP;Prefeito Renato Moreira Airport;-5.53129;-47.459999
2574;SBJF;JDF;Francisco de Assis Airport;-21.79150009;-43.38679886
2575;SBJP;JPA;Presidente Castro Pinto International Airport;-7.145833015;-34.94861221
2576;SBJV;JOI;Lauro Carneiro de Loyola Airport;-26.22450066;-48.79740143
2577;SBKG;CPV;Presidente Joao Suassuna Airport;-7.26992;-35.8964
2578;SBKP;VCP;Viracopos International Airport;-23.00740051;-47.1344986
2579;SBLJ;LAJ;Lages Airport;-27.78210068;-50.28150177
2580;SBLN;LIP;Lins Airport;-21.66399956;-49.73049927
2581;SBLO;LDB;Governador Jose Richa Airport;-23.33359909;-51.13010025
2582;SBLP;LAZ;Bom Jesus da Lapa Airport;-13.26210022;-43.40810013
2584;SBMA;MAB;Joao Correa da Rocha Airport;-5.368589878;-49.13800049
2585;SBMD;MEU;Monte Dourado Airport;-0.889839;-52.6022
2586;SBMG;MGF;Regional de Maringa - Silvio Nane Junior Airport;-23.4794445;-52.01222229
2587;SBMK;MOC;Mario Ribeiro Airport;-16.70689964;-43.81890106
2589;SBMN;PLL;Ponta Pelada Airport;-3.146039963;-59.98630142
2590;SBMO;MCZ;Zumbi dos Palmares Airport;-9.510809898;-35.79169846
2591;SBMQ;MCP;Alberto Alcolumbre Airport;0.050664;-51.07220078
2592;SBMS;MVF;Dix-Sept Rosado Airport;-5.201920032;-37.36429977
2594;SBMY;MNX;Manicore Airport;-5.81137991;-61.27830124
2595;SBNF;NVT;Ministro Victor Konder International Airport;-26.879999;-48.651402
2596;SBNM;GEL;Santo Angelo Airport;-28.2817;-54.169102
2597;SBSG;NAT;Governador Aluizio Alves International Airport;-5.768056;-35.376111
2598;SBOI;OYK;Oiapoque Airport;3.855489969;-51.7969017
2599;SBPA;POA;Salgado Filho Airport;-29.99440002;-51.17139816
2600;SBPB;PHB;Prefeito Doutor Joao Silva Filho Airport;-2.893749952;-41.73199844
2601;SBPC;POO;Pocos de Caldas - Embaixador Walther Moreira Salles Airport;-21.84300041;-46.56790161
2602;SBPF;PFB;Lauro Kurtz Airport;-28.243999;-52.326599
2603;SBPK;PET;Joao Simses Lopes Neto International Airport;-31.718399;-52.327702
2604;SBPL;PNZ;Senador Nilo Coelho Airport;-9.362409592;-40.56909943
2605;SBPN;PNB;Porto Nacional Airport;-10.71940041;-48.39970016
2606;SBPP;PMG;Ponta Pora Airport;-22.5496006;-55.70259857
2607;SBPV;PVH;Governador Jorge Teixeira de Oliveira Airport;-8.709289551;-63.90230179
2609;SBRB;RBR;Placido de Castro Airport;-9.868888855;-67.89805603
2610;SBRF;REC;Guararapes - Gilberto Freyre International Airport;-8.126489639;-34.92359924
2612;SBRJ;SDU;Santos Dumont Airport;-22.91049957;-43.1631012
2613;SBRP;RAO;Leite Lopes Airport;-21.13638878;-47.77666855
2614;SBSC;SNZ;Santa Cruz Air Force Base;-22.9324;-43.719101
2615;SBSJ;SJK;Professor Urbano Ernesto Stumpf Airport;-23.22920036;-45.86149979
2616;SBSL;SLZ;Marechal Cunha Machado International Airport;-2.58536005;-44.23410034
2618;SBSP;CGH;Congonhas Airport;-23.62611008;-46.65638733
2619;SBSR;SJP;Prof. Eribelto Manoel Reino State Airport;-20.8166008;-49.40650177
2620;SBST;SSZ;Base Aerea de Santos Airport;-23.92805672;-46.29972076
2621;SBSV;SSA;Deputado Luiz Eduardo Magalhaes International Airport;-12.9086113;-38.32249832
2622;SBTB;TMT;Trombetas Airport;-1.489599943;-56.39680099
2623;SBTE;THE;Senador Petronio Portela Airport;-5.059939861;-42.82350159
2624;SBTF;TFF;Tefe Airport;-3.382940054;-64.72409821
2625;SBTK;TRQ;Tarauaca Airport;-8.155260086;-70.78330231
2626;SBTL;TEC;Telomaco Borba Airport;-24.31780052;-50.65159988
2628;SBTT;TBT;Tabatinga Airport;-4.255670071;-69.93579865
2629;SBTU;TUR;Tucurui Airport;-3.786010027;-49.72029877
2630;SBUA;SJL;Sao Gabriel da Cachoeira Airport;-0.14835;-66.9855
2631;SBUF;PAV;Paulo Afonso Airport;-9.40087986;-38.25059891
2632;SBUG;URG;Rubem Berta Airport;-29.78219986;-57.03820038
2633;SBUL;UDI;Ten. Cel. Aviador Cesar Bombonato Airport;-18.883612;-48.225277
2635;SBUR;UBA;Mario de Almeida Franco Airport;-19.76472282;-47.96611023
2636;SBVG;VAG;Major Brigadeiro Trompowsky Airport;-21.59009933;-45.47330093
2637;SBVH;BVH;Brigadeiro Camarao Airport;-12.69439983;-60.09830093
2638;SBVT;VIX;Eurico de Aguiar Salles Airport;-20.258057;-40.286388
2640;SBYS;QPS;Campo Fontenelle Airport;-21.98460007;-47.33480072
2641;SCAR;ARI;Chacalluta Airport;-18.348499;-70.338699
2642;SCBA;BBA;Balmaceda Airport;-45.91609955;-71.6894989
2644;SCCC;CCH;Chile Chico Airport;-46.58330154;-71.68740082
2645;SCCF;CJC;El Loa Airport;-22.49819946;-68.9036026
2646;SCCH;YAI;Gral. Bernardo O'Higgins Airport;-36.58250046;-72.03140259
2647;SCCI;PUQ;Pdte. Carlos Ibanez del Campo Airport;-53.002602;-70.854599
2648;SCCY;GXQ;Teniente Vidal Airport;-45.59420013;-72.10610199
2649;SCDA;IQQ;Diego Aracena Airport;-20.53520012;-70.1812973
2650;SCEL;SCL;Comodoro Arturo Merino Benitez International Airport;-33.39300156;-70.78579712
2651;SCFA;ANF;Andres Sabella Galvez International Airport;-23.444501;-70.445099
2652;SCFM;WPR;Capitan Fuentes Martinez Airport Airport;-53.25370026;-70.31919861
2653;SCFT;FFU;Futaleufu Airport;-43.18920135;-71.85109711
2654;SCGE;LSQ;Maria Dolores Airport;-37.40169907;-72.42539978
2655;SCGZ;WPU;Guardiamarina Zanartu Airport;-54.93109894;-67.626297
2656;SCIE;CCP;Carriel Sur Airport;-36.772701;-73.063103
2657;SCIP;IPC;Mataveri Airport;-27.16480064;-109.4219971
2658;SCJO;ZOS;Canal Bajo Carlos - Hott Siebert Airport;-40.61119843;-73.06099701
2659;SCLL;VLR;Vallenar Airport;-28.59639931;-70.7559967
2660;SCRG;QRC;De La Independencia Airport;-34.17369843;-70.77570343
2661;SCRM;TNM;Teniente Rodolfo Marsh Martin Base;-62.19079971;-58.98669815
2662;SCSE;LSC;La Florida Airport;-29.916201;-71.199501
2664;SCTC;PZS;Maquehue Airport;-38.76679993;-72.63710022
2665;SCTE;PMC;El Tepual Airport;-41.43889999;-73.09400177
2666;SCTN;WCH;Chaiten Airport;-42.93280029;-72.69909668
2667;SCVD;ZAL;Pichoy Airport;-39.65000153;-73.08609772
2668;SEAM;ATF;Chachoan Airport;-1.212069988;-78.57460022
2670;SECO;OCC;Francisco De Orellana Airport;-0.462886006;-76.98680115
2671;SECU;CUE;Mariscal Lamar Airport;-2.88947;-78.984398
